TITLE;AUTHORS
A Layout Estimation Algorithm for RTL Datapaths;Mehrdad Nourani Christos Papachristou
The Role of Concept Management in System Development - A practical and a theoretical perspective;A. I. Bleeker  H.A. Proper
The Many Paradoxes of Broadband;Andrew Odlyzko
ADEL: Analysis of the Distribution of ESTs in cDNA Libraries;Jean-Baptiste Veyrieras  Sophie Cr�no Fabrice Legeai Emmanuel Barillot  Aymeric Duclert
Symposium no. 44 Paper no. 650 Presentation: oral 650-1;Soter As Tool
Symposium no. 16 Paper no. 928 Presentation: poster 928-1;Periodic Mineralisation Of Gupta A. P Laik R
Distributed Learning in Swarm Systems: A Case Study;Ling Li Ling Li
Phase Offset Estimation using Enhanced Turbo Decoders;Bartosz Mielczarek And Bartosz Mielczarek Arne Svensson
CSP Design Model and Tool Support;H. J. Volkerink G. H. Hilderink J. F. Broenink W. A. Vervoort A. W. P Bakkers
Rayleigh Fading Multiple Access Channel without Channel State Information;Ninoslav Marina
Porosity Aware Buffered Steiner Tree Construction;Charles J. Alpert  Gopal Gandham Gopal G Milos Hrkic  Jiang Hu Stephen T. Quay
Biologically Plausible Speech Recognition with LSTM Neural Nets;Alex Graves Douglas Eck Nicole Beringer  J�rgen Schmidhuber
Icassp-02,;Transcription Of Out-Of-Vocabulary Bart Decadt Jacques Duchateau Walter Daelemans Patrick Wambacq
Issues in Building General Letter to Sound Rules;Alan Black Kevin
A Mediation Framework for a Transparent Access to Biological Data;Sources The Mediagrid
Defense of a Modest Scientific Realism;Jean Bricmont Alan Sokal
Museophile: A community for museum e-commerce;South Bank University Jonathan Bowen
No Evidence for Sequential Effects of the Interaction of Stereo and Motion Cues in Judgements of Perceived Shapes;Rebecca A. Champion  Eli Brenner  Pascal Mamassian David R. Simmons 
A User-Centred Approach to Functions in Excel;Simon Peyton Jones  Alan Blackwell Margaret Burnett
Good Features to Map;Stephan H.G. ten Hagen
Elimination of Quantifiers and Undecidability in Spatial Logics for Concurrency;Luis Caires
Efficient Read-Restricted Monotone  CNF/DNF Dualization by Learning with Membership Queries ;Carlos Domingo Nina Mishra Leonard Pitt
An Extensible, System-on-Programmable-Chip, Content-Aware Internet Firewall;John W. Lockwood  Christopher Neely Christopher Zuver James Moscola  Sarang Dharma David Lim
Representing Social Structures in UML;H. Van  James Odell H. Van Dyke Parunak
Design and Implementation of the STAR Experiment&aposs DAQ;A. Ljubicic  Jr.  M. Botlo F. Heistermann  S. Jacobson  M.J. LeVine J. M. Nelson M. Nguyen  D. Roerich D. Roerich  R. Scheetz  D. Schmischke R. Scheetz D. Schmischke  M. M. Schulz K. Sulimma
Load Balancing in Multimedia Servers;Joep Aerts  Jan Korst Wim Verhaegh
TCP/IP Performance over Wireless Networks;George Xylomenos George C. Polyzos  Petri M�h�nen Mika Saaranen
Applying the IRstream Retrieval Engine for Structured Documents to INEX;Andreas Henrich  G�nter Robbert
Typing XHTML Web Applications in ML;Martin Elsman Ken Friis Larsen
Relationship between Suspicious Coincidence in Natural Images and Oriented Filter Response Distributions;Yoonsuck Choe Subramonia Sarma
Symbolic Model Checking for Probabilistic Timed Automata;Marta Kwiatkowska   Gethin Norman Jeremy Sproston
Low Power Storage for Hierarchical Graphs;Erik Brockmeyer Sven Wuytack  Arnout Vandecappelle Arnout V Francky Catthoor
Use Case Oriented Development of Security-Critical Systems;Jan J�rjens  Gerhard Popp Guido Wimmel
Fault Connement Mechanisms of the CAN Protocol: Analysis and Improvements;Isrn Inria Rr-- Bruno Gaujal Bruno Gaujal Nicolas Navet Nicolas Navet Thme Rseaux Et Systmes
Hypothesis Testing III: Counts and Medians;Kimberly E. Applegate Richard Tello  Jun Ying Riley Hospital For Children
Software Architecture: a Roadmap;David Garlan
The General Inner-Outer Factorization Problem for Discrete-Time Systems;C. Oara A. Varga
Exploiting the Fair Share to Smoothly Transport Layered Encoded Video into Proxy Caches;Michael Zink Carsten Griwodz Jens Schmitt Ralf Steinmetz
RevMexAA (Serie de Conferencias), 9, 223-224 (2000);On The Bowshocks S. J. Arthur W. J. Henney C Ori P
A critical reading of the Third Manifesto;Maurice Gittens Maurice
An Empirical Study of Aesthetic Computing;Paul Fishwick Timothy Timothy Davis Jane Douglas
Elkan F. Halpern, PhD;Elkan F. Halpern Scott Gazelle Md
On the Long-Run Behavior of Equation-Based Rate Control;Milan Vojnovic And
Mitsubishi Electric Research Labs Cambridge Research Center Using reconciliation to share files between occasionally connected computers;John Howard Tr John H Howard
A Statistical Model for Angle of Arrival in Indoor;Quentin Spencer Michael Michael Rice Brian Jeffs Michael Jensen
Informing Science InSITE - &quotWhere Parallels Intersect&quot June 2003 Paper Accepted as a Regular Paper;Study Of The Sho Hanaoka
Modelling Operating System Structures by Timed Stream Processing Functions;Manfred Broy Claus Dendorfer
Data-Aided Signal-To-Noise-Ratio Estimation In Time Selective Fading;Channels Ami Wiesel Ami Wiesel Jason Goldberg Hagit Messer
Measures and Applications of Lexical Distributional Similarity;Julie Elizabeth Weeds
Compiling with Code-Size Constraints;Mayur Naik and Jens Palsberg Mayur Naik
Lineages of Automata;Peter Verbaan  Jan van Leeuwen Peter Verbaan  Jiri Wiedermann Jir Wiedermann
Fiber-Based ATM Computer Network;Performance And Survivability Scott Midkiff Rick Claus Igor Kostic Igor Kostic
Efficiency Loss in Market Mechanisms for Resource Allocation;John N. Tsitsiklis Arthur C. Smith Ramesh Johari Ramesh Johari
Paraconsistent Reasoning via Quantified Boolean Formulas, I: Axiomatising Signed Systems;Philippe Besnard Torsten Schaub  Hans Tompits Stefan Woltran
Initial Experiments with the LEM1 Learnable Evolution Model: An Application to Function Optimization and Evolvable Hardware;Initial Experiments With Ryszard S. Michalski Ryszard S. Michalski Qi Zhang Qi Zhang
Constraining Analogical Inference with Memory-based Verification;D O&aposDonoghue  
Probability Estimates for Multi-class Classification by Pairwise Coupling;Ting-fan Wu  Chih-Jen Lin  Ruby C. Weng
Formal Verification and Simulation of the Netbill Protocol;Jose Garcia-fanjul Javier Tuya Jose Antonio Corrales
Hierarchical Reinforcement Learning in Communication-Mediated Multiagent Coordination;Felix Fischer Michael Rovatsos Gerhard Weiss
The Design and Implementation of Datagram TLS;Nagendra Modadugu   Eric Rescorla
A Simple State-Space Reduction Method;Thomas Mailund
Dialogical Writing in Philosophy and Literature;Study On Plato&aposs Peter Graham Director James C. Klagge Robert Siegle Octavian G. Gabor Octavian G. Gabor
 The &quotZircus&quot Concept Sketch for a Learning Environment and Online Community ;Carol Strohecker
Journal of Nonlinear Mathematical Physics 2001, V.8, Supplement, 200--206 Proceedings: NEEDS&apos99 Integrability and Non-Integrability of Planar;Hamiltonian Systems Of Andrzej J Maciejewski
An answer to a question by Wilf on packing distinct;Patterns In Permutation Micah Coleman
OGSA-DQP: A Service-Based Distributed Query Processor;For The Grid M. Nedim Alpdemir Arijit Mukherjee Anastasios Gounaris Norman W. Paton Paul Watson Alvaro A. A. Fern Jim Smith
Efficient Belief Propagation for Early Vision;Pedro Felzenszwalb And Pedro F. Felzenszwalb Daniel P. Huttenlocher
?;
Component-based Specification and Composition of Market Structures;Juho M�ki�  Ilka Weber Universit�t Karlsruhe (th
Academic Information Management: an Open Linking Approach;Gareth Hughes Wendy Wendy Hall Tony Hey Les Carr
The Attenuation of aircraft noise by wood stud walls;Bradley Birta Version J. S. Birta J. S. Bradley J. A. Birta
Privacy Preserving Data Mining;Yehuda Lindell Benny Pinkas
Spatiotemporal Analysis of Prepyriform, Visual, Auditory, and Somesthetic Surface EEGs in Trained Rabbits;John M. Barrie Mark D. Lenhart Walter J. Freeman Walter J. Freeman
Integrating Security into the Curriculum;Cynthia Irvine Shiu-kai Chin Deborah Frincke
Design Choices when Architecting Visualizations;Diane Tang   Chris Stolte Robert Bosch
The Case for Separating Routing from Routers;Nick Feamster Hari Balakrishnan Jennifer Rexford Aman Shaikh Jacobus Van Der Merwe
Translation of Aggregate Programs to Normal Logic Programs;Nikolay Pelov  Marc Denecker  Maurice Bruynooghe
Guile Reference Manual;Mark Galassi Jim Blandy Gary Houston Tim Pierce Neil Jerram  Martin Grabm�ller
On Dynamic Subset Difference Revocation Scheme;Weifeng Chen Zihui Ge Chun Zhang Jim Kurose Don Towsley
Random Numbers;Pierre L&aposEcuyer  
Modulo Scheduling with Cache Reuse Information;Chen Ding  Steve Carr  Phil Sweany
Measuring Default Risk Premia from Default Swap Rates and EDFs;Antje Berndt  Rohan Douglas  Darrell Due Darrell Duffie  Mark Ferguson  David Schranz
Model and Control of Simulated Respiration for Animation;Victor Zordan Bhrigu
Path Counting and Random Matrix Theory;Ioana Dumitriu And Ioana Dumitriu Etienne Rassart
A Method to Realize Logic Functions using LUTs and OR Gates;Munehiro Matsuura Tsutomu Sasao
Multiple-Cluster Adaptive Training Schemes;M. J. F. Gales
New Results about Digital Intersections;Isabelle Sivignon Florent Dupont Jean-marc Chassery Bernard Lyon
SLAC-PUB-8201 July, 1999 New Measurement of;At The Resonance
Checking Interval Based Properties . . .;Pei Yu Xu Qiwen
Duality for Labelled Markov Processes;Michael Mislove  Jo�l Ouaknine Dusko Pavlovic James Worrell
Adaptive Probabilistic Models of Wavelet Packets for the Analysis and Segmentation of Textured Remote Sensing Images;Karen Brady Ian Jermyn Josiane Zerubia
Comparing Methods for  Refining  Certainty-Factor Rule Bases;J. Jeffrey Mahoney Raymond J. Mooney
Rosat X-Ray Observations Of Central Galactic Starbursts;D. Tsch�ke G. Hensler Erg S
A Stereo Electronic Nose for a Mobile Inspection Robot;Achim Lilienthal Tom Tom Duckett
Yet More Projective Curves over F_2;Chris Lomont
Air- and Bone-Conductive Integrated Microphones for Robust Speech Detection and Enhancement;Yanli Zheng  Zhengyou Zhang Zhengyou Zhang  Mike Sinclair  Jasha Droppo Li Deng Alex Acero  Xuedong Huang
A New Upper Bound on the Minimum Distance of Turbo Codes;Alberto Perotti  Sergio Benedetto
Hidden-Mode Markov Decision Processes for Nonstationary Sequential Decision Making;Samuel P. M. Choi  Dit-Yan Yeung Nevin L. Zhang
Mean Shift Based Clustering in High Dimensions: A Texture Classification Example;Bogdan Georgescu Ilan Shimshoni  Peter Meer
Secure Communication in a Distributed System;Using Identity Based
Elastic Block Ciphers;Debra L. Cook Moti Yung Angelos D. Keromytis
RevMexAA (Serie de Conferencias), 13, 183--190 (2002);Evidence Of Jet-Ambient P. Ferruit
Collaborative Learning in an Intelligent Tutoring System;Robert Gaimari  Amy L. Soller
Visualisation in e-Demand: A Grid Service Architecture for Stereoscopic Visualisation;Stuart M. Charters  Nicolas S. Holliman Malcolm Munro
Quantum Structures: An Attempt to Explain the Origin of their Appearance in Nature;Diederik Aerts
Driver Assistance: Contemporary Road Safety;Andrew Dankers Luke Fletcher Lars Petersson  Alexander Zelinsky Er Zelinsky
A Multi-agent Approach to Modelling Interaction in Human Mathematical Reasoning;Alison Pease Alison Pease Alison Pease Simon Colton Simon Colton Simon Colton Alan Smaill Alan Smaill Alan Smaill John Lee John Lee John Lee
Adaptive MIMO Antenna Selection;Inaki Berenguer    Xiaodong Wang Vikram Krishnamurthy
Formal Automatic Verification of Cache Coherence in Multiprocessors with Relaxed Memory Models;Fong Pong  Michel Dubois
Evaluating Advanced Routing Algorithms for Content-Based Publish/Subscribe Systems;Gero M�hl  Ludger Fiege Felix C. G�rtner Alejandro Buchmann
Creating Virtual Objects;Antti Pirhonen Pianta Antti Pirhonen
LLVA: A Low-level Virtual Instruction Set Architecture;Vikram Adve  Chris Lattner Michael Brukman Anand Shukla Brian Gaeke
An Iterative Method for Generalized Saddle Point   Problems;Michele Benzi  Gene H. Golub
Making Gnutella-like P2P Systems Scalable;Yatin Chawathe  Sylvia Ratnasamy  Lee Breslau Nick Lanham  Scott Shenker
On the Development and Use of a Formal Object Oriented Methodology Based on an Application Case Study;Der Technischen Universit�t Braunschweig Mojgan Kowsari Eingereicht Am
Performance Improvement by Packet Buffering in Mobile IP Based Networks;Doo Seop Eom Masashi Sugano Masayuki Murata  Hideo MIYAHARA
Ontology based Query Processing in Database Management Systems ;Chokri Ben Necib Johann-Christoph Freytag
Decision Trees: More Theoretical Justification For Practical Algorithms;Amos Fiat Dmitry Pechyony
A Parallel Architecture For Curve-Evolution Partial Differential Equations;Eva Dejnozkova  Petr Dokladal
Passage Retrieval vs. Document Retrieval for Factoid Question Answering;Charles L. A. Clarke Egidio L. Terra
Jump Starting GARCH: Pricing and Hedging Options with Jumps in Returns and Volatilities;J. Duan P. Ritchken  Z. Sun Jump Starting Garch
Distributed on-Line Schedule Adaptation for Balanced Slot Allocation in Wireless Ad Hoc Networks;Theodoros Salonidis  Leandros Tassiulas
Multi-dimensional contributions to garden path strength: Dissociating phrase structure from case marking;Ina Bornkessel  Brian McElree Matthias Schlesewsky Angela D. Friederici
Correlation Analysis of Compacted Test Vectors and the Use of Correlated Vectors for Test Generation;Shuo Sheng Ankur Shuo Sheng Ankur Jain Michael Hsiao Vishwani Agrawal
RevMexAA (Serie de Conferencias), 9, 191--193 (2000);The Theory Of A. C. Raga L. L�pez-mart�n J. A. L�pez Aut�noma M�xico J. Meaburn
Advanced Content-Based Semantic Scene Analysis And;Information Retrieval The E. Izquierdo J. R. Casas R. Leonardi P. Migliorati Noel E I. Kompatsiaris M. G. Strintzis
MEMS Optical Switches 158 TOPICS IN LIGHTWAVE;Tze-wei Yeow K. L. Eddie Law Andrew Goldenberg
Zernike Velocity Moments for Description and Recognition of Moving Shapes;Jamie D. Shutler Mark S. Nixon
A General Framework for Image Segmentation;Rui Luis V. P. M. Pires Patrick De Smet Wilfried Philips
How to identify and estimate the largest traffic matrix elements in a dynamic environment;Augustin Soule Antonio Nucci Rene Cruz Emilio Leonardi Nina Taft
Display and Presence Disparity in Mixed Presence Groupware;Anthony Tang  Michael Boyle  Saul Greenberg
Willow: DHT, Aggregation, and Publish/Subscribe in One Protocol;Robbert van Renesse  Adrian Bozdog
Genetic and Environmental Influences on the Development of Intelligence;M. Bartels  M. J. H. Rietveld  G. C. M. Van Baal  D. I. Boomsma
What is the Limit of Energy Saving by Dynamic Voltage Scaling?;Gang Qu
Exponentially Many Steps for Finding a Nash Equilibrium in a Bimatrix Game;Rahul Savani Bernhard von Stengel
Integrating EBL and ILP  to Acquire Control Rules for Planning;Tara A. Estlin Raymond J. Mooney
Randomness and Geometric Features in Computer Vision;Xavier Pennec Nicholas Ayache
What Went Wrong: Explaining Counterexamples;Alex Groce Willem Visser
On the Performance of Middleboxes;Mark Allman
UPGRADE is the European Journal for the;Informatics Professional Published Editorial Board O Piera G�mez Rafael Fern�ndez Calvo Fran�ois Louis Nicolet Roberto Carniel Alsi Tecnoteca (italy Mike Andersson Richard Butchart Arthur Cook Tracey Darch Laura Davies Nick Dunn Jim Holder Alasdair Macleod Pat Moody Adam David Moss
Linkable Spontaneous Anonymous Group Signature for Ad Hoc Groups;Joseph K. Liu Victor K. Wei Duncan S. Wong
The Java System Dependence Graph;Neil Walkinshaw Th Introduced Ottenstein Ottenstein In
Finding all Equilibria in Games of Strategic Complements;Federico Echenique
Is there a way to represent metaphors in WordNets? Insights from the Hamburg Metaphor Database;Birte L�nneker
Some Variations on Craig&aposs Method for Calculating the Probability of Error in Quadrature Amplitude Modulation;Donald Keogh Centre Donald B Keogh
Jul 89 B-1;Appendix Models Section
Simprac -- Teaching system for management of chronic illness Douglas Chglas;Judy Kay And Douglas Chesher Judy Kay Nicholas King Of Sydney
